Col1,Col2,Col3,Col4
WPU_TXLKE001.GenWatts,10/19/2019 08:25:40,28,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:25:50,54,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:26:00,4,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:26:10,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:26:20,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:26:30,76,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:26:40,13,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:26:50,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:27:00,12,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:27:10,57,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:27:20,74,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:27:30,94,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:27:40,9,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:27:50,1,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:28:00,72,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:28:10,14,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:28:20,30,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:28:30,36,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:28:40,1,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:28:50,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:29:00,27,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:29:10,99,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:29:20,45,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:29:30,1,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:29:40,79,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:29:50,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:30:00,43,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:30:10,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:30:20,38,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:30:30,87,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:30:40,40,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:30:50,27,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:31:00,25,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:31:10,93,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:31:20,86,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:31:30,82,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:31:40,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:31:50,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:32:00,55,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:32:10,33,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:32:20,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:32:30,83,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:32:40,56,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:32:50,95,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:33:00,16,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:33:10,21,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:33:20,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:33:30,80,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:33:40,94,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:33:50,26,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:34:00,61,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:34:10,41,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:34:20,57,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:34:30,17,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:34:40,1,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:34:50,28,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:35:00,10,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:35:10,3,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:35:20,32,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:35:30,65,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:35:40,34,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:35:50,2,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:36:00,41,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:36:10,25,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:36:20,18,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:36:30,47,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:36:40,70,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:36:50,16,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:37:00,14,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:37:10,90,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:37:20,4,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:37:30,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:37:40,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:37:50,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:38:00,5,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:38:10,43,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:38:20,43,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:38:30,49,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:38:40,84,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:38:50,58,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:39:00,99,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:39:10,63,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:39:20,16,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:39:30,13,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:39:40,26,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:39:50,98,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:40:00,70,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:40:10,8,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:40:20,92,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:40:30,58,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:40:40,72,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:40:50,8,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:41:00,24,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:41:10,89,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:41:20,99,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:41:30,81,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:41:40,43,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:41:50,32,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:42:00,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:42:10,68,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:42:20,51,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:42:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:42:40,66,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:42:50,5,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:43:00,23,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:43:10,87,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:43:20,60,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:43:30,89,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:43:40,12,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:43:50,58,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:44:00,85,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:44:10,60,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:44:20,18,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:44:30,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:44:40,65,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:44:50,70,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:45:00,85,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:45:10,28,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:45:20,98,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:45:30,19,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:45:40,77,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:45:50,62,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:46:00,24,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:46:10,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:46:20,18,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:46:30,95,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:46:40,51,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:46:50,92,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:47:00,69,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:47:10,24,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:47:20,99,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:47:30,11,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:47:40,71,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:47:50,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:48:00,7,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:48:10,32,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:48:20,96,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:48:30,12,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:48:40,90,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:48:50,39,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:49:00,39,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:49:10,80,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:49:20,96,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:49:30,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:49:40,73,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:49:50,12,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:50:00,90,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:50:10,50,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:50:20,24,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:50:30,29,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:50:40,95,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:50:50,15,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:51:00,34,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:51:10,59,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:51:20,91,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:51:30,88,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:51:40,45,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:51:50,11,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:52:00,86,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:52:10,27,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:52:20,36,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:52:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:52:40,21,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:52:50,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:53:00,58,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:53:10,74,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:53:20,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:53:30,2,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:53:40,67,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:53:50,34,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:54:00,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:54:10,74,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:54:20,38,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:54:30,59,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:54:40,79,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:54:50,97,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:55:00,66,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:55:10,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:55:20,82,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:55:30,6,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:55:40,6,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:55:50,2,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:56:00,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:56:10,40,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:56:20,28,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:56:30,84,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:56:40,77,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:56:50,13,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:57:00,26,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:57:10,18,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:57:20,87,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:57:30,85,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:57:40,26,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:57:50,63,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:58:00,4,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:58:10,71,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:58:20,59,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:58:30,8,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:58:40,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:58:50,98,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:59:00,23,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:59:10,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:59:20,82,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 08:59:30,90,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 08:59:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 08:59:50,22,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:00:00,76,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:00:10,75,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:00:20,80,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:00:30,93,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:00:40,23,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:00:50,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:01:00,29,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:01:10,80,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:01:20,21,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:01:30,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:01:40,99,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:01:50,80,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:02:00,61,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:02:10,73,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:02:20,97,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:02:30,76,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:02:40,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:02:50,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:03:00,46,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:03:10,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:03:20,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:03:30,75,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:03:40,56,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:03:50,9,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:04:00,38,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:04:10,58,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:04:20,13,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:04:30,83,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:04:40,82,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:04:50,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:05:00,19,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:05:10,78,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:05:20,85,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:05:30,6,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:05:40,8,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:05:50,3,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:06:00,32,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:06:10,32,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:06:20,95,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:06:30,32,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:06:40,57,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:06:50,45,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:07:00,43,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:07:10,68,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:07:20,71,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:07:30,78,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:07:40,47,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:07:50,3,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:08:00,2,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:08:10,46,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:08:20,13,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:08:30,33,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:08:40,44,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:08:50,66,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:09:00,73,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:09:10,2,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:09:20,19,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:09:30,71,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:09:40,56,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 09:09:50,65,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 09:10:00,43,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 09:10:10,45,WPU_TXLKE001.GenWatts01
